"CSP","Account/Subscription name","Subscription ID","Resource type","VM  Name","OS Type","VM status","Private IP address","Public IP Address","Login user name","Region","Subnet name","VNET ID","VM LaunchTime","VM Specs","Owner email ID","timestamp"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-003","Windows","Succeeded","10.181.179.8","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-011","Windows","Succeeded","10.181.179.24","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","1eb4013026244ec59ea70cccec0b2ba4","Linux","Failed","10.139.0.34","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-009","Windows","Succeeded","10.181.179.14","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","CU-BIGDATA-VM1","Windows","Updating","10.181.179.20","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBA-DEMO5","Windows","Succeeded","10.181.169.200","","clouduser","centralindia","10.181.169.192/27","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","08fe281a48fa481998c394467865f4c3","Linux","Failed","10.139.0.5","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","24886ab503834dfd93355be0ff66d4ea","Linux","Failed","10.139.0.38","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","04d6a9ec0cc44c3e9a8e29223c14cdfb","Linux","Failed","10.139.0.6","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-010","Windows","Succeeded","10.181.179.6","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","907c9d4510fd40daa2a1061510811c45","Linux","Failed","10.139.0.8","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","325bed5cb51343a2978f668d3dd2ec83","Linux","Failed","10.139.0.4","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","80882ec79a69456ba7b3b0501e01f6ba","Linux","Failed","10.139.0.10","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","e72d8676a9234c7a867bb6d00356c1b5","Linux","Failed","10.139.0.6","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","0757c857a3964d0793974cb54c04f102","Linux","Succeeded","10.139.0.12","20.127.88.51","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","a70afc2078a346c0959820f1f9c62d6f","Linux","Succeeded","10.139.0.9","20.169.181.76","ubuntu","eastus","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","87aa298e60f94692be30ed9ec13b73e6","Linux","Failed","10.139.0.11","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","ea8fef2b32cd4038b72ad7cd7d6c0ecc","Linux","Succeeded","10.139.0.18","52.150.14.133","ubuntu","eastus","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","06272ce2db784004be8eabf01bdb82af","Linux","Failed","10.139.0.8","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","bf436d3f1cc94104968ea50ccfeb03a5","Linux","Succeeded","10.139.0.13","20.25.40.236","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","e309ba77d7284ea8a0757d7cec214518","Linux","Failed","10.139.0.5","","ubuntu","eastus","10.139.0.0/18","","","Standard_F8s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","44fae7a70fb14ce48a9058cfdddaf36a","Linux","Succeeded","10.139.0.7","20.169.181.106","ubuntu","eastus","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","4c9f1182d0304419a6d905074ad7c446","Linux","Failed","10.139.0.20","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","348fc9d58f4e48c884a9ff3745ca479d","Linux","Failed","10.139.0.28","","ubuntu","centralindia","10.139.0.0/18","","","Standard_E8ds_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","32a87e1b11774729b58b76800b3d9ed1","Linux","Failed","10.139.0.7","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","5ed013dbb60c4a37bb89c49ac8c8baab","Linux","Failed","10.139.0.18","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","420d72bd30384118b1d7b42119eb9b0d","Linux","Failed","10.139.0.22","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","3e52e57243d049bbb77d0ba7291adb12","Linux","Failed","10.139.0.17","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","6749fd0f80074818b7938e83606b51dc","Linux","Failed","10.139.0.36","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","599126fd20084fbba7abfa6d8d7b93d3","Linux","Failed","10.139.0.10","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","66afb0887de148a99bb0b22f4f180f31","Linux","Failed","10.139.0.9","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","6602372448cb42bcab5de04e7feca44f","Linux","Failed","10.139.0.43","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","6144796360734227a98f60902da57b2b","Linux","Failed","10.139.0.31","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","62be0aa260a24abeb5aee1cf824fbe28","Linux","Failed","10.139.0.41","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBIGDATA-VM02","Windows","Succeeded","10.181.179.22","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","201069e5596a42f7b2b64fedf496cc76","Linux","Failed","10.139.0.14","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","09d9137f59c747a5a0b0f7d8e48a2c17","Linux","Failed","10.139.0.19","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBIGDATA-VM01","Windows","Succeeded","10.181.179.21","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","1f3a01b834224c1b941742eae02ade1a","Linux","Failed","10.139.0.26","","ubuntu","centralindia","10.139.0.0/18","","","Standard_E16ds_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","02488f3d71684c8880ce107ef5277a30","Linux","Failed","10.139.0.7","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-007","Windows","Succeeded","10.181.179.12","","clouduser","centralindia","10.181.179.0/28","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","49ea2109243f469fafd02e52e0bf56eb","Linux","Failed","10.139.0.4","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","2f613b8972c740f491e311310260c830","Linux","Failed","10.139.0.32","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","14a83278a455455f927c986fc2230f8c","Linux","Failed","10.139.0.12","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","31f0f320c5804c5f8a78ac4c647e2039","Linux","Failed","10.139.0.8","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","494d5eb41b474ed4aac36a21564fb76e","Linux","Failed","10.139.0.6","","ubuntu","centralindia","10.139.0.0/18","","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CIO-STORAGE-SERVICES","498cb5c6-184f-41a2-8897-03addbc33c4b","VM-List","AZINFSGW001","Linux","Succeeded","10.181.170.84","","cterauser","centralindia","10.181.170.80/28","AZINFSGW001-nsg","","Standard_D8s_v3","","2023-07-17T06:52:23"
"Azure","CIO-STORAGE-SERVICES","498cb5c6-184f-41a2-8897-03addbc33c4b","VM-List","test","Windows","Succeeded","10.181.170.70","","dk00366896","centralindia","10.181.170.64/28","","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","CIO-STORAGE-SERVICES","498cb5c6-184f-41a2-8897-03addbc33c4b","VM-List","AZINNACC01","Linux","Succeeded","10.181.170.69","","azureuser","centralindia","10.181.170.64/28","AZINNACC01-nsg","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","KC AMS Managed Services","51c0681a-dd4f-44fa-b810-f7d8468057c5","VM-List","AVM-Sitecore","Windows","Succeeded","10.181.177.4","","clouduser","centralindia","10.181.177.0/27","KC-AMS-Managed-Services-win-nsg","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-RSyslog-005","Linux","Succeeded","10.181.186.84","","","centralindia","10.181.186.80/28","AVM-RSyslog-005-nsg","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-LSS2-VM1","Linux","Succeeded","10.181.186.101","","","centralindia","10.181.186.96/28","AVM-TIM-LSS-VM01-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-NSS-VM010","Linux","Succeeded","10.181.186.89","4.224.22.202","","centralindia","10.181.186.80/28","AVM-TIM-NSS-VM010-NSG","","Standard_D16as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-NSS-VM09","Linux","Succeeded","10.181.186.87","20.219.219.160","","centralindia","10.181.186.80/28","AVM-TIM-NSS-VM07-nsg","","Standard_D16as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-NSS-VM011","Linux","Succeeded","10.181.186.91","20.235.65.75","","centralindia","10.181.186.80/28","AVM-TIM-NSS-VM011-nsg","","Standard_D16as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-NSS-VM07","Linux","Succeeded","10.181.186.85","4.240.56.157","","centralindia","10.181.186.80/28","AVM-TIM-NSS-VM07-nsg","","Standard_D16as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-SIPA-PHILI-VM02","Linux","Succeeded","10.181.191.5","","clouduser","southeastasia","10.181.191.0/27","tim-security-phili-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-LSS2-VM2","Linux","Succeeded","10.181.186.102","","clouduser","centralindia","10.181.186.96/28","AVM-TIM-LSS-VM01-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-SIPA-PHILI-VM01","Linux","Succeeded","10.181.191.4","","clouduser","southeastasia","10.181.191.0/27","tim-security-phili-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-NSS-002","Linux","Succeeded","10.181.165.142","","","westus","10.181.165.128/27","AVM-NSS-NSG","","Standard_D16d_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-LSS-VM01","Linux","Succeeded","10.181.186.100","","clouduser","centralindia","10.181.186.96/28","AVM-TIM-LSS-VM01-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-SIPAPOCVM01","Linux","Succeeded","10.181.165.196","","clouduser","westus","10.181.165.192/28","TIM-Security-SIPA-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-SIPAPOC","Linux","Succeeded","10.181.165.8","13.87.191.221","clouduser","westus","10.181.165.0/25","TIM-Security-SIPA-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-SIPAPOCVM02","Linux","Succeeded","10.181.165.197","","clouduser","westus","10.181.165.192/28","TIM-Security-SIPA-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-SIPABZ02","Linux","Succeeded","10.181.232.5","","clouduser","brazilsouth","10.181.232.0/27","AVM-TIM-SIPABZ01-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","AVM-TIM-SIPABZ01","Linux","Succeeded","10.181.232.4","","clouduser","brazilsouth","10.181.232.0/27","AVM-TIM-SIPABZ01-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","avm-sipapoc3","Linux","Succeeded","10.181.186.70","","clouduser","centralindia","10.181.186.64/28","tim-security-linux-nsg1","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","avm-sipapoc1","Linux","Succeeded","10.181.186.68","","clouduser","centralindia","10.181.186.64/28","tim-security-linux-nsg1","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","avm-tim-sipa-UKVM2","Linux","Succeeded","10.181.232.69","","clouduser","ukwest","10.181.232.64/27","avm-tim-sipauk-vm1-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM_Security","57ce923f-1f05-4670-8925-e3f12df1d8b8","VM-List","avm-tim-sipauk-vm1","Linux","Succeeded","10.181.232.68","","clouduser","ukwest","10.181.232.64/27","avm-tim-sipauk-vm1-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AZINVDMS11-0","Windows","Succeeded","10.181.179.73","","vdiadmin","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AVM-Autos-Dev01","Windows","Succeeded","10.181.179.68","","clouduser","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AVM-AUTOSDBVM","Windows","Succeeded","10.181.179.70","","clouduser","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AVM-AUTOS-APP-VM2","Windows","Succeeded","10.181.179.71","","clouduser","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_E4ads_v5","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AVM-AUTOSAPPVM","Windows","Succeeded","10.181.179.69","","clouduser","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","MGMT PROJECT FOR-IBU AUTOS","59a81b08-b201-4664-8f5a-9c88aae3df56","VM-List","AZINVDMS13-0","Windows","Succeeded","10.181.179.72","","vdiadmin","centralindia","10.181.179.64/28","MGMT-PROJECT-FOR-IBU-AUTOS-Windows-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","PLATFRM-IP_ACUMOS_CORP_ GAiA_PROD","60ab1636-d8f6-42be-815e-6cccd5611308","VM-List","PLATFRM-ACUMOS-GAiA-PROD02","Linux","Succeeded","10.181.135.5","","gaia","westindia","10.181.135.0/26","PLATFRM-ACUMOS-GAiA-PROD002-nsg","","Standard_D16_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM004","Linux","Succeeded","10.181.116.7","","","centralindia","10.181.116.0/26","AVM004-NSG","","Standard_E16-4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM001","Windows","Succeeded","10.181.116.4","","techmadmin","centralindia","10.181.116.0/26","AVM001-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM003","Linux","Succeeded","10.181.116.6","","techmadmin","centralindia","10.181.116.0/26","AVM003-NSG","","Standard_E4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM006","Windows","Succeeded","10.181.116.9","","techmadmin","centralindia","10.181.116.0/26","AVM006-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVMAPPSDEV01","Windows","Succeeded","10.181.116.10","","clouduser","centralindia","10.181.116.0/26","AVMAPPSDEV01-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM-TIMCORPDEV-VM01","Windows","Succeeded","10.181.116.11","","clouduser","centralindia","10.181.116.0/26","AVMAPPSDEV01-nsg","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM005","Windows","Succeeded","10.181.116.8","","techmadmin","centralindia","10.181.116.0/26","AVM005-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM-TFSBackup","Windows","Succeeded","10.181.117.5","52.172.134.22","techmadmin","centralindia","10.181.117.0/27","AVM-TFSBackup-NSG","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM002","Windows","Succeeded","10.181.116.5","","techmadmin","centralindia","10.181.116.0/26","AVM002-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-DEV","612b1935-8a08-46c1-a4ff-381ea73d98e9","VM-List","AVM-TIMCORPDEV-VM02","Windows","Succeeded","10.181.116.12","","clouduser","centralindia","10.181.116.0/26","AVMAPPSDEV01-nsg","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","PLATFRM-IP_ACUMOS_CORP_GAiA_DEV/IST","644fcee6-5a06-4d7d-996b-ee51fbcfb3f0","VM-List","PLATFRM-GAiA-DEV01","Linux","Succeeded","10.181.152.5","","","centralindia","10.181.152.0/27","basicNsgplatfrm-gaia-dev01228","","Standard_D16_v3","","2023-07-17T06:52:23"
"Azure","PLATFRM-IP_ACUMOS_CORP_GAiA_DEV/IST","644fcee6-5a06-4d7d-996b-ee51fbcfb3f0","VM-List","PLATFRM-GAiA-DEV2","Linux","Succeeded","10.181.152.6","","","centralindia","10.181.152.0/27","basicNsgplatfrm-gaia-dev0268","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","PLATFRM-IP_ACUMOS_CORP_GAiA_DEV/IST","644fcee6-5a06-4d7d-996b-ee51fbcfb3f0","VM-List","PLATFRM-GAiA-IST001","Linux","Succeeded","10.181.152.7","","","centralindia","10.181.152.0/27","PLATFRM-GAiA-IST001-NSG","","Standard_D16_v3","","2023-07-17T06:52:23"
"Azure","PLATFRM-IP_ACUMOS_CORP_GAiA_DEV/IST","644fcee6-5a06-4d7d-996b-ee51fbcfb3f0","VM-List","GAIA-AKS","Linux","Succeeded","10.181.114.112","","clouduser","centralindia","10.181.114.0/24","GAIA-AKS-nsg","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CTXO NAD Project","b0c5c9df-5121-4a3d-93b5-858b0aba2c5a","VM-List","AVM-XLD-App-adms-VM2","Linux","Succeeded","10.181.234.12","","clouduser","centralindia","10.181.234.0/28","CTXO-NAD-Project-Linux-NSG","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","CTXO NAD Project","b0c5c9df-5121-4a3d-93b5-858b0aba2c5a","VM-List","AVM-AIMLSrv-VM01","Linux","Succeeded","10.181.190.4","","clouduser","centralindia","10.181.190.0/27","CTXO-NAD-Project-Linux-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CTXO NAD Project","b0c5c9df-5121-4a3d-93b5-858b0aba2c5a","VM-List","AVM-XLR-db-adms-VM3","Linux","Succeeded","10.181.234.13","","clouduser","centralindia","10.181.234.0/28","CTXO-NAD-Project-Linux-NSG","","Standard_F2s_v2","","2023-07-17T06:52:23"
